"","strain","accession","date","year","country","state","CO","division","zone","trap","lineage","sublineage","host"
"2871","CSU7772/2015/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU7772",2015-07-20,2015,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-069","unknown","unknown","Mosquito-Culex"
"2872","CSU7945/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU7945",2015-07-27,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-040","unknown","unknown","Mosquito-Culex"
"2873","CSU7973/2015/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU7973",2015-07-28,2015,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-104","unknown","unknown","Mosquito-Culex"
"2874","CSU7975/2015/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU7975",2015-07-28,2015,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-110","unknown","unknown","Mosquito-Culex"
"2875","CSU7980/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU7980",2015-07-28,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-088GR","unknown","unknown","Mosquito-Culex"
"2876","CSU7992/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU7992",2015-07-28,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-075","unknown","unknown","Mosquito-Culex"
"2877","CSU7996/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU7996",2015-07-28,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-075GR","unknown","unknown","Mosquito-Culex"
"2878","CSU8003/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8003",2015-07-28,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-027","unknown","unknown","Mosquito-Culex"
"2879","CSU8038/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8038",2015-07-28,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-050","unknown","unknown","Mosquito-Culex"
"2880","CSU8054/2015/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU8054",2015-07-29,2015,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-020","unknown","unknown","Mosquito-Culex"
"2881","CSU8061/2015/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU8061",2015-07-29,2015,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-020","unknown","unknown","Mosquito-Culex"
"2882","CSU8067/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU8067",2015-07-29,2015,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-073","unknown","unknown","Mosquito-Culex"
"2883","CSU8123/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8123",2015-08-03,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-053","unknown","unknown","Mosquito-Culex"
"2884","CSU8127/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8127",2015-08-03,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-014","unknown","unknown","Mosquito-Culex"
"2885","CSU8134/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8134",2015-08-03,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-004","unknown","unknown","Mosquito-Culex"
"2886","CSU8136/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8136",2015-08-03,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-067","unknown","unknown","Mosquito-Culex"
"2887","CSU8143/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8143",2015-08-03,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-066","unknown","unknown","Mosquito-Culex"
"2888","CSU8144/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8144",2015-08-03,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-066","unknown","unknown","Mosquito-Culex"
"2889","CSU8156/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8156",2015-08-03,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-034","unknown","unknown","Mosquito-Culex"
"2890","CSU8165/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8165",2015-08-03,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-040","unknown","unknown","Mosquito-Culex"
"2891","CSU8185/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU8185",2015-08-03,2015,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-036","unknown","unknown","Mosquito-Culex"
"2892","CSU8223/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8223",2015-08-04,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-031","unknown","unknown","Mosquito-Culex"
"2893","CSU8231/2015/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU8231",2015-08-05,2015,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-020","unknown","unknown","Mosquito-Culex"
"2894","CSU8256/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU8256",2015-08-05,2015,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-063GR","unknown","unknown","Mosquito-Culex"
"2895","CSU8257/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU8257",2015-08-05,2015,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-063GR","unknown","unknown","Mosquito-Culex"
"2896","CSU8278/2015/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex","CSU8278",2015-08-06,2015,"USA","CO","FoCo","CO/FC","CO/FC/SW","FC-089GR","unknown","unknown","Mosquito-Culex"
"2897","CSU8302/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8302",2015-08-10,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-019","unknown","unknown","Mosquito-Culex"
"2898","CSU8304/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8304",2015-08-10,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-092GR","unknown","unknown","Mosquito-Culex"
"2899","CSU8325/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU8325",2015-08-10,2015,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-036","unknown","unknown","Mosquito-Culex"
"2900","CSU8336/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8336",2015-08-11,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-074","unknown","unknown","Mosquito-Culex"
"2901","CSU8337/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8337",2015-08-11,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-088GR","unknown","unknown","Mosquito-Culex"
"2902","CSU8339/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8339",2015-08-11,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-088GR","unknown","unknown","Mosquito-Culex"
"2903","CSU8393/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8393",2015-08-17,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-029GR","unknown","unknown","Mosquito-Culex"
"2904","CSU8394/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8394",2015-08-18,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-029GR","unknown","unknown","Mosquito-Culex"
"2905","CSU8400/2015/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex","CSU8400",2015-08-24,2015,"USA","CO","FoCo","CO/FC","CO/FC/SW","FC-089GR","unknown","unknown","Mosquito-Culex"
"2906","CSU8411/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8411",2015-08-17,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-053","unknown","unknown","Mosquito-Culex"
"2907","CSU8425/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8425",2015-08-17,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-040","unknown","unknown","Mosquito-Culex"
"2908","CSU8427/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8427",2015-08-17,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-040GR","unknown","unknown","Mosquito-Culex"
"2909","CSU8428/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8428",2015-08-17,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-040GR","unknown","unknown","Mosquito-Culex"
"2910","CSU8436/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8436",2015-08-17,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-092GR","unknown","unknown","Mosquito-Culex"
"2911","CSU8458/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8458",2015-08-18,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-075GR","unknown","unknown","Mosquito-Culex"
"2912","CSU8467/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8467",2015-08-18,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-088GR","unknown","unknown","Mosquito-Culex"
"2913","CSU8492/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU8492",2015-08-19,2015,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-063GR","unknown","unknown","Mosquito-Culex"
"2914","CSU8495/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8495",2015-08-20,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-029GR","unknown","unknown","Mosquito-Culex"
"2915","CSU8527/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8527",2015-08-24,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-040GR","unknown","unknown","Mosquito-Culex"
"2916","CSU8528/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8528",2015-08-24,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-040GR","unknown","unknown","Mosquito-Culex"
"2917","CSU8537/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8537",2015-08-24,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-072","unknown","unknown","Mosquito-Culex"
"2918","CSU8558/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8558",2015-08-25,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-075GR","unknown","unknown","Mosquito-Culex"
"2919","CSU8564/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8564",2015-08-25,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-088GR","unknown","unknown","Mosquito-Culex"
"2920","CSU8566/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8566",2015-08-25,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-088GR","unknown","unknown","Mosquito-Culex"
"2921","CSU8567/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8567",2015-08-25,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-088GR","unknown","unknown","Mosquito-Culex"
"2922","CSU8568/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8568",2015-08-25,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-088GR","unknown","unknown","Mosquito-Culex"
"2923","CSU8569/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8569",2015-08-25,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-088GR","unknown","unknown","Mosquito-Culex"
"2924","CSU8573/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8573",2015-08-25,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-059","unknown","unknown","Mosquito-Culex"
"2925","CSU8583/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8583",2015-08-25,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-046","unknown","unknown","Mosquito-Culex"
"2926","CSU8595/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU8595",2015-08-26,2015,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-090GR","unknown","unknown","Mosquito-Culex"
"2927","CSU8609/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU8609",2015-08-26,2015,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-063GR","unknown","unknown","Mosquito-Culex"
"2928","CSU8611/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU8611",2015-08-26,2015,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-063GR","unknown","unknown","Mosquito-Culex"
"2929","CSU8612/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU8612",2015-08-26,2015,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-063GR","unknown","unknown","Mosquito-Culex"
"2930","CSU8613/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU8613",2015-08-26,2015,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-063GR","unknown","unknown","Mosquito-Culex"
"2931","CSU8615/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU8615",2015-08-26,2015,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-063GR","unknown","unknown","Mosquito-Culex"
"2932","CSU8617/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU8617",2015-08-26,2015,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-063GR","unknown","unknown","Mosquito-Culex"
"2933","CSU8618/2015/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex","CSU8618",2015-08-27,2015,"USA","CO","FoCo","CO/FC","CO/FC/SW","FC-089GR","unknown","unknown","Mosquito-Culex"
"2934","CSU8627/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8627",2015-08-27,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-029GR","unknown","unknown","Mosquito-Culex"
"2935","CSU8636/2015/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU8636",2015-08-31,2015,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-020","unknown","unknown","Mosquito-Culex"
"2936","CSU8639/2015/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU8639",2015-08-31,2015,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-069","unknown","unknown","Mosquito-Culex"
"2937","CSU8649/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8649",2015-08-31,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-053","unknown","unknown","Mosquito-Culex"
"2938","CSU8659/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8659",2015-08-31,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-040GR","unknown","unknown","Mosquito-Culex"
"2939","CSU8660/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8660",2015-08-31,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-040GR","unknown","unknown","Mosquito-Culex"
"2940","CSU8667/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8667",2015-08-31,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-092GR","unknown","unknown","Mosquito-Culex"
"2941","CSU8668/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8668",2015-08-31,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-092GR","unknown","unknown","Mosquito-Culex"
"2942","CSU8688/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8688",2015-09-01,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-088GR","unknown","unknown","Mosquito-Culex"
"2943","CSU8701/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8701",2015-09-01,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-046","unknown","unknown","Mosquito-Culex"
"2944","CSU8723/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU8723",2015-09-02,2015,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-063GR","unknown","unknown","Mosquito-Culex"
"2945","CSU8724/2015/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex","CSU8724",2015-09-03,2015,"USA","CO","FoCo","CO/FC","CO/FC/SW","FC-089GR","unknown","unknown","Mosquito-Culex"
"2946","CSU8725/2015/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex","CSU8725",2015-09-03,2015,"USA","CO","FoCo","CO/FC","CO/FC/SW","FC-089GR","unknown","unknown","Mosquito-Culex"
"2947","CSU8727/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8727",2015-09-03,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-029GR","unknown","unknown","Mosquito-Culex"
"2948","CSU8747/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8747",2015-09-07,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-092GR","unknown","unknown","Mosquito-Culex"
"2949","CSU8759/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8759",2015-09-07,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-006","unknown","unknown","Mosquito-Culex"
"2950","CSU8802/2015/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU8802",2015-09-09,2015,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-063GR","unknown","unknown","Mosquito-Culex"
"2951","CSU8834/2015/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU8834",2015-09-15,2015,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-066","unknown","unknown","Mosquito-Culex"
"2952","CSU8858/2015/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU8858",2015-09-16,2015,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-029GR","unknown","unknown","Mosquito-Culex"
"2953","CSU9037/2016/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU9037",2016-06-29,2016,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-020","unknown","unknown","Mosquito-Culex"
"2954","CSU9184/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU9184",2016-07-11,2016,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-092GR","unknown","unknown","Mosquito-Culex"
"2955","CSU9297/2016/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU9297",2016-07-18,2016,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-095","unknown","unknown","Mosquito-Culex"
"2956","CSU9310/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU9310",2016-07-18,2016,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-040GR","unknown","unknown","Mosquito-Culex"
"2957","CSU9322/2016/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU9322",2016-07-18,2016,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-036","unknown","unknown","Mosquito-Culex"
"2958","CSU9401/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU9401",2016-07-21,2016,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-029GR","unknown","unknown","Mosquito-Culex"
"2959","CSU9421/2016/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU9421",2016-07-25,2016,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-069","unknown","unknown","Mosquito-Culex"
"2960","CSU9465/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU9465",2016-07-26,2016,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-039","unknown","unknown","Mosquito-Culex"
"2961","CSU9467/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU9467",2016-07-26,2016,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-039","unknown","unknown","Mosquito-Culex"
"2962","CSU9468/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU9468",2016-07-26,2016,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-053","unknown","unknown","Mosquito-Culex"
"2963","CSU9472/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU9472",2016-07-26,2016,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-064","unknown","unknown","Mosquito-Culex"
"2964","CSU9475/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU9475",2016-07-26,2016,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-075GR","unknown","unknown","Mosquito-Culex"
"2965","CSU9476/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU9476",2016-07-26,2016,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-075GR","unknown","unknown","Mosquito-Culex"
"2966","CSU9489/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU9489",2016-07-26,2016,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-027","unknown","unknown","Mosquito-Culex"
"2967","CSU9494/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU9494",2016-07-27,2016,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-069","unknown","unknown","Mosquito-Culex"
"2968","CSU9505/2016/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU9505",2016-07-27,2016,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-020","unknown","unknown","Mosquito-Culex"
"2969","CSU9535/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU9535",2016-07-28,2016,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-029GR","unknown","unknown","Mosquito-Culex"
"2970","CSU9537/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU9537",2016-07-28,2016,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-054","unknown","unknown","Mosquito-Culex"
"2971","CSU9562/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU9562",2016-08-01,2016,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-040","unknown","unknown","Mosquito-Culex"
"2972","CSU9566/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU9566",2016-08-01,2016,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-066","unknown","unknown","Mosquito-Culex"
"2973","CSU9567/2016/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU9567",2016-08-01,2016,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-036","unknown","unknown","Mosquito-Culex"
"2974","CSU9571/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU9571",2016-08-01,2016,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-006","unknown","unknown","Mosquito-Culex"
"2975","CSU9573/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU9573",2016-08-01,2016,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-066GR","unknown","unknown","Mosquito-Culex"
"2976","CSU9591/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU9591",2016-08-02,2016,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-040GR","unknown","unknown","Mosquito-Culex"
"2977","CSU9594/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU9594",2016-08-02,2016,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-031","unknown","unknown","Mosquito-Culex"
"2978","CSU9602/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU9602",2016-08-02,2016,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-053","unknown","unknown","Mosquito-Culex"
"2979","CSU9676/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU9676",2016-08-08,2016,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-066GR","unknown","unknown","Mosquito-Culex"
"2980","CSU9678/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU9678",2016-08-08,2016,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-038","unknown","unknown","Mosquito-Culex"
"2981","CSU9679/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU9679",2016-08-08,2016,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-014","unknown","unknown","Mosquito-Culex"
"2982","CSU9686/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU9686",2016-08-08,2016,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-066","unknown","unknown","Mosquito-Culex"
"2983","CSU9699/2016/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU9699",2016-08-08,2016,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-069","unknown","unknown","Mosquito-Culex"
"2984","CSU9708/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU9708",2016-08-08,2016,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-067","unknown","unknown","Mosquito-Culex"
"2985","CSU9711/2016/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU9711",2016-08-09,2016,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-063GR","unknown","unknown","Mosquito-Culex"
"2986","CSU9737/2016/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU9737",2016-08-09,2016,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-104","unknown","unknown","Mosquito-Culex"
"2987","CSU9738/2016/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU9738",2016-08-09,2016,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-104","unknown","unknown","Mosquito-Culex"
"2988","CSU9740/2016/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU9740",2016-08-10,2016,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-073","unknown","unknown","Mosquito-Culex"
"2989","CSU9745/2016/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU9745",2016-08-10,2016,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-036","unknown","unknown","Mosquito-Culex"
"2990","CSU9748/2016/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU9748",2016-08-10,2016,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-040GR","unknown","unknown","Mosquito-Culex"
"2991","CSU9752/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU9752",2016-08-10,2016,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-075GR","unknown","unknown","Mosquito-Culex"
"2992","CSU9757/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU9757",2016-08-10,2016,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-064","unknown","unknown","Mosquito-Culex"
"2993","CSU9761/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU9761",2016-08-10,2016,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-088GR","unknown","unknown","Mosquito-Culex"
"2994","CSU9762/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU9762",2016-08-10,2016,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-088GR","unknown","unknown","Mosquito-Culex"
"2995","CSU9763/2016/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU9763",2016-08-10,2016,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-088GR","unknown","unknown","Mosquito-Culex"
